minor_group,minor_group_name,TOT_EMP,economic_value,automation_susceptibility,enhanced_automation_risk,is_potentially_at_risk,is_currently_at_risk,estimated_zapier_apps,zapier_apps_per_worker,at_risk_soc_codes,potential_econ_value_at_risk,current_econ_value_at_risk,minor_potential_index,minor_iceberg_index,automation_gap,weighted_iceberg_index,state
431,431,163250.0,12341700000.0,35.07732980832783,26.307997356245878,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
432,432,9320.0,493333400.0,41.78852247969895,31.341391859774216,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
433,433,300320.0,16549832100.0,33.26644996880889,24.949837476606668,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
434,434,477510.0,23769817900.0,34.111669408790966,25.583752056593227,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
435,435,279750.0,15102386100.0,30.948927997511408,23.211695998133553,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
436,436,370230.0,21892288500.0,32.783828035426716,24.587871026570035,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
439,439,386610.0,19054960300.0,40.37150772621148,30.278630794658618,2,0,0.0,0.0,"439071,439111",133027400.0,0.0,0.6981247817136622,0.0,0.6981247817136622,0.0,California
451,451,9400.0,564846000.0,25.53186274509804,19.14889705882353,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
452,452,191200.0,7137045200.0,42.71060924369748,32.03295693277311,1,0,0.0,0.0,452041,189097000.0,0.0,2.6495138352213323,0.0,2.6495138352213323,0.0,California
454,454,4270.0,204710800.0,39.59426219205632,29.695696644042236,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
471,471,72120.0,6935780400.0,34.59436274509804,25.94577205882353,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
472,472,527130.0,38177601100.0,31.88395995344525,23.912969965083935,2,0,0.0,0.0,"472011,472061",5579200900.0,0.0,14.613806890030082,0.0,14.613806890030082,0.0,California
473,473,20940.0,991906600.0,36.829775849733835,27.622331887300373,1,0,0.0,0.0,473015,121997900.0,0.0,12.299333425143052,0.0,12.299333425143052,0.0,California
474,474,38390.0,2895012000.0,35.44879201680672,26.586594012605044,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
475,475,9160.0,584568300.0,42.65820639550587,31.993654796629404,2,0,0.0,0.0,"475011,475081",47103900.0,0.0,8.057895031256399,0.0,8.057895031256399,0.0,California
491,491,52830.0,4843454400.0,33.89338235294118,25.420036764705888,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
492,492,50990.0,3532141200.0,43.35789241113584,32.51841930835189,3,0,0.0,0.0,"492091,492092,492093",305515900.0,0.0,8.64959475572494,0.0,8.64959475572494,0.0,California
493,493,157350.0,10172419900.0,33.582539804966274,25.186904853724705,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
499,499,284760.0,18000742000.0,38.06767152883881,28.550753646629108,2,0,0.0,0.0,"499044,499096",294239000.0,0.0,1.6345937295251494,0.0,1.6345937295251494,0.0,California
511,511,49820.0,3957700800.0,36.13570691434468,27.101780185758507,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
512,512,168970.0,8009396800.0,38.10527544351074,28.578956582633054,1,0,0.0,0.0,512031,83810000.0,0.0,1.0463959033718992,0.0,1.0463959033718992,0.0,California
513,513,82130.0,3374396300.0,30.852195225916454,23.139146419437342,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
514,514,106410.0,5689772700.0,37.59827631518808,28.198707236391062,4,0,0.0,0.0,"514021,514033,514081,514191",698078600.0,0.0,12.269006809358132,0.0,12.269006809358132,0.0,California
515,515,16340.0,778186600.0,34.50174952135737,25.87631214101803,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
516,516,53400.0,2097465500.0,43.20898197662904,32.40673648247177,4,0,0.0,0.0,"516061,516062,516092,516093",277116000.0,0.0,13.211945560010403,0.0,13.211945560010403,0.0,California
517,517,16770.0,801036400.0,41.04878618113912,30.78658963585434,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
518,518,30770.0,2582242700.0,30.529759236941032,22.897319427705774,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
519,519,260250.0,12994515900.0,44.27405585306064,33.20554188979548,11,0,0.0,0.0,"519011,519022,519031,519032,519041,519083,519151,519191,519192,519196,519198",2287260200.0,0.0,17.601734590205087,0.0,17.601734590205087,0.0,California
531,531,68210.0,4533331600.0,35.17565359477125,26.381740196078432,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
532,532,33320.0,5164321600.0,33.0310650623886,24.773298796791444,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
533,533,453820.0,24445114400.0,25.015890427655133,18.76191782074135,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
534,534,6600.0,442747800.0,24.438890834111422,18.329168125583568,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
535,535,3770.0,289589400.0,30.793272801544862,23.094954601158648,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,California
536,536,39090.0,1654302900.0,38.35410504000451,28.76557878000338,2,0,0.0,0.0,"536041,536051",199259000.0,0.0,12.044892141578185,0.0,12.044892141578185,0.0,California
537,537,949240.0,41152128600.0,34.42639972655729,25.81979979491797,1,0,0.0,0.0,537064,3642163200.0,0.0,8.850485561517225,0.0,8.850485561517225,0.0,California
111,111,46030.0,7192012100.0,37.9489755662539,28.461731674690423,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
112,112,17420.0,3261575600.0,43.957277403343,32.96795805250725,1,0,0.0,0.0,112021,1097823300.0,0.0,33.65929337955557,0.0,33.65929337955557,0.0,Colorado
113,113,35380.0,6128678300.0,35.60425584169499,26.703191881271245,1,0,0.0,0.0,113021,2229001600.0,0.0,36.37002124911663,0.0,36.37002124911663,0.0,Colorado
119,119,57130.0,7666435400.0,36.640882963830364,27.480662222872773,2,0,0.0,0.0,"119041,119121",984428200.0,0.0,12.840755170258136,0.0,12.840755170258136,0.0,Colorado
131,131,189560.0,17329562800.0,37.343760036197075,28.007820027147805,1,0,0.0,0.0,131111,1387447100.0,0.0,8.006244104438688,0.0,8.006244104438688,0.0,Colorado
132,132,67820.0,6610311200.0,34.42229821433558,25.81672366075168,1,0,0.0,0.0,132099,338250800.0,0.0,5.117017788814541,0.0,5.117017788814541,0.0,Colorado
151,151,128180.0,15716284200.0,67.78917017768813,50.8418776332661,13,2,0.0,0.0,"151211,151212,151221,151232,151241,151242,151243,151244,151251,151252,151253,151254,151255",14266181100.0,7317533700.0,90.77324460701722,46.560202188250074,44.213042418767145,3.6417100107664777,Colorado
152,152,8770.0,1024491000.0,53.954774553107924,40.46608091483095,4,0,0.0,0.0,"152021,152031,152041,152051",923418600.0,0.0,90.13437892572995,0.0,90.13437892572995,0.0,Colorado
171,171,6640.0,583827400.0,44.271162198238365,33.20337164867877,2,0,0.0,0.0,"171011,171012",380509600.0,0.0,65.17501576664611,0.0,65.17501576664611,0.0,Colorado
172,172,48430.0,5715404900.0,50.862131355233196,38.146598516424895,9,0,0.0,0.0,"172011,172021,172031,172061,172071,172072,172141,172171,172199",3552986100.0,0.0,62.16508125259856,0.0,62.16508125259856,0.0,Colorado
173,173,14180.0,1008866000.0,47.1360971556404,35.3520728667303,4,0,0.0,0.0,"173012,173021,173023,173028",220567300.0,0.0,21.862893585471213,0.0,21.862893585471213,0.0,Colorado
191,191,8480.0,788865400.0,44.931471547424735,33.69860366056856,2,0,0.0,0.0,"191012,191029",120621400.0,0.0,15.29049188873032,0.0,15.29049188873032,0.0,Colorado
192,192,10020.0,1112022000.0,51.84142447449673,38.88106835587254,6,0,0.0,0.0,"192011,192012,192021,192042,192043,192099",633802000.0,0.0,56.995455125887794,0.0,56.995455125887794,0.0,Colorado
193,193,5900.0,572179000.0,37.110281529933864,27.832711147450404,2,0,0.0,0.0,"193011,193099",101815300.0,0.0,17.794309123543506,0.0,17.794309123543506,0.0,Colorado
194,194,8250.0,492463800.0,42.60404609502203,31.953034571266524,2,0,0.0,0.0,"194031,194061",85245600.0,0.0,17.31002359970418,0.0,17.31002359970418,0.0,Colorado
195,195,3380.0,324221000.0,38.03258689839572,28.52444017379679,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
211,211,48770.0,2955248000.0,32.11500753587455,24.08625565190591,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
212,212,990.0,59691000.0,35.44987673431945,26.587407550739595,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
231,231,17630.0,3391237600.0,35.48325264488999,26.61243948366748,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
232,232,9140.0,668901400.0,34.834406153033605,26.125804614775205,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
251,251,26090.0,2062657900.0,30.363569157058446,22.772676867793837,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
252,252,75350.0,4769554600.0,30.56730708608906,22.925480314566794,1,0,0.0,0.0,252023,16152000.0,0.0,0.3386479735445318,0.0,0.3386479735445318,0.0,Colorado
253,253,12810.0,652598100.0,30.073594399881166,22.555195799910877,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
254,254,5180.0,283821100.0,43.4726289428815,32.604471707161125,1,0,0.0,0.0,254013,10649500.0,0.0,3.75218755758469,0.0,3.75218755758469,0.0,Colorado
259,259,26470.0,1209145800.0,35.72851307189543,26.79638480392157,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
271,271,12240.0,736782900.0,44.16900916097401,33.12675687073051,3,0,0.0,0.0,"271021,271022,271027",25915900.0,0.0,3.517440483485705,0.0,3.517440483485705,0.0,Colorado
272,272,8080.0,569172700.0,28.782605930213673,21.586954447660254,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
273,273,12710.0,1017776900.0,34.22804476040579,25.671033570304342,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
274,274,3810.0,261897200.0,38.47574765727339,28.85681074295504,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
291,291,107870.0,12783919600.0,21.74363970334759,16.30772977751069,1,0,0.0,0.0,291129,16594600.0,0.0,0.12980838834436975,0.0,0.12980838834436975,0.0,Colorado
292,292,43850.0,2646524300.0,27.698740654228704,20.774055490671532,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
299,299,1340.0,94568400.0,28.884981933805467,21.6637364503541,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
311,311,63160.0,2503171900.0,35.77386788048553,26.830400910364148,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
312,312,2940.0,178624800.0,29.173348147612852,21.880011110709642,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
319,319,33090.0,1605871300.0,26.912466920975366,20.184350190731525,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
331,331,6360.0,611843400.0,37.65040404040404,28.23780303030303,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
332,332,6710.0,504568000.0,43.55238633915104,32.66428975436329,1,0,0.0,0.0,332022,6281000.0,0.0,1.2448272581693647,0.0,1.2448272581693647,0.0,Colorado
333,333,18720.0,1474249900.0,39.024287434271955,29.26821557570397,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
339,339,28800.0,1262919100.0,38.18140968508615,28.636057263814614,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
351,351,28820.0,1551564100.0,26.615126050420166,19.961344537815126,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
352,352,63310.0,2500976000.0,23.842933006535954,17.882199754901965,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
353,353,145450.0,5466669300.0,19.989945409982177,14.992459057486634,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
359,359,28170.0,992295600.0,38.611111111111114,28.958333333333332,1,0,0.0,0.0,359021,309962800.0,0.0,31.236941895136894,0.0,31.236941895136894,0.0,Colorado
371,371,7120.0,417905200.0,39.18464052287582,29.388480392156858,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
372,372,55470.0,2131666500.0,31.090598739495796,23.31794905462185,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
373,373,24750.0,1104802000.0,45.359272875817,34.01945465686275,2,0,0.0,0.0,"373011,373013",1047154200.0,0.0,94.7820695473035,0.0,94.7820695473035,0.0,Colorado
391,391,6300.0,341072000.0,37.43355119825708,28.07516339869281,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
392,392,6590.0,241049600.0,41.852941176470594,31.389705882352946,1,0,0.0,0.0,392011,7725600.0,0.0,3.204983538657604,0.0,3.204983538657604,0.0,Colorado
393,393,10430.0,369304100.0,40.00693546649429,30.00520159987072,1,0,0.0,0.0,393011,20677000.0,0.0,5.598908866703619,0.0,5.598908866703619,0.0,Colorado
394,394,640.0,32170900.0,36.88357843137255,27.662683823529413,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
395,395,11950.0,608955400.0,36.97549019607843,27.731617647058826,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
396,396,1590.0,66655500.0,40.50113122171946,30.375848416289596,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
397,397,2360.0,114106000.0,35.95915032679739,26.969362745098042,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
399,399,27280.0,1187740800.0,28.20065359477124,21.15049019607843,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
411,411,32290.0,2321051700.0,32.22091524331293,24.165686432484698,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
412,412,149320.0,5896857600.0,33.86560825622628,25.399206192169707,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
413,413,65110.0,6646500800.0,39.14716025994716,29.36037019496037,1,0,0.0,0.0,413091,4502641000.0,0.0,67.74453408626687,0.0,67.74453408626687,0.0,Colorado
414,414,33530.0,3055955200.0,39.9348283613223,29.951121270991724,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
419,419,21110.0,1454564500.0,35.53114168431894,26.648356263239204,1,0,0.0,0.0,419031,297726000.0,0.0,20.46839449195962,0.0,20.46839449195962,0.0,Colorado
431,431,25410.0,1856200500.0,35.07732980832783,26.307997356245878,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
432,432,450.0,16771500.0,49.930481283422466,37.44786096256685,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
433,433,46660.0,2419529200.0,31.52360188512133,23.642701413840996,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
434,434,109130.0,5061186800.0,33.499163452722755,25.12437258954207,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
435,435,37610.0,1956217200.0,30.948927997511408,23.211695998133553,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
436,436,55090.0,2731481800.0,32.783828035426716,24.587871026570035,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
439,439,39490.0,2096917200.0,39.05664825504032,29.292486191280247,1,0,0.0,0.0,439071,23393700.0,0.0,1.1156234495095945,0.0,1.1156234495095945,0.0,Colorado
451,451,440.0,28516400.0,25.53186274509804,19.14889705882353,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
452,452,3500.0,142772100.0,41.89767156862745,31.42325367647059,1,0,0.0,0.0,452041,6760000.0,0.0,4.734818637534924,0.0,4.734818637534924,0.0,Colorado
454,454,100.0,4857000.0,43.128676470588246,32.34650735294118,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
471,471,20410.0,1685253700.0,34.59436274509804,25.94577205882353,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
472,472,100160.0,5632530400.0,32.078752611184335,24.059064458388246,2,0,0.0,0.0,"472011,472061",951808000.0,0.0,16.898408573169885,0.0,16.898408573169885,0.0,Colorado
473,473,1330.0,59963700.0,36.829775849733835,27.622331887300373,1,0,0.0,0.0,473015,7733000.0,0.0,12.896135495307995,0.0,12.896135495307995,0.0,Colorado
474,474,9340.0,581443700.0,35.44879201680672,26.586594012605044,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
475,475,6510.0,389489500.0,39.70991018785138,29.78243264088853,2,0,0.0,0.0,"475011,475081",29271000.0,0.0,7.515221848085764,0.0,7.515221848085764,0.0,Colorado
491,491,11630.0,974245100.0,33.89338235294118,25.420036764705888,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
492,492,11640.0,758267000.0,43.35789241113584,32.51841930835189,3,0,0.0,0.0,"492091,492092,492093",54323400.0,0.0,7.164151941202769,0.0,7.164151941202769,0.0,Colorado
493,493,30580.0,1816157900.0,33.582539804966274,25.186904853724705,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
499,499,49650.0,2924570900.0,39.26081227945725,29.445609209592938,2,0,0.0,0.0,"499044,499096",38813500.0,0.0,1.32715195928401,0.0,1.32715195928401,0.0,Colorado
511,511,9760.0,737758400.0,36.13570691434468,27.101780185758507,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
512,512,16260.0,738423900.0,40.925108932461875,30.693831699346404,1,0,0.0,0.0,512031,12000000.0,0.0,1.625082828440412,0.0,1.625082828440412,0.0,Colorado
513,513,11400.0,473036600.0,33.983210192289484,25.487407644217104,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
514,514,14220.0,757411200.0,37.140482611070844,27.855361958303135,4,0,0.0,0.0,"514021,514033,514081,514191",53270200.0,0.0,7.033194122294469,0.0,7.033194122294469,0.0,Colorado
515,515,2620.0,122410200.0,34.50174952135737,25.87631214101803,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
516,516,5340.0,197113700.0,39.44917557932264,29.58688168449198,2,0,0.0,0.0,"516062,516093",12530400.0,0.0,6.356940182239996,0.0,6.356940182239996,0.0,Colorado
517,517,2430.0,114017600.0,42.321195144724555,31.740896358543417,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
518,518,5010.0,369121800.0,30.529759236941032,22.897319427705774,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
519,519,24100.0,1181673200.0,42.694683943988096,32.021012957991076,8,0,0.0,0.0,"519011,519022,519032,519041,519083,519191,519196,519198",207336000.0,0.0,17.545967869966077,0.0,17.545967869966077,0.0,Colorado
531,531,11700.0,797765100.0,35.17565359477125,26.381740196078432,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
532,532,13510.0,1557277400.0,33.0310650623886,24.773298796791444,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
533,533,67040.0,3418186200.0,25.015890427655133,18.76191782074135,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
534,534,1030.0,76828700.0,26.442343604108316,19.831757703081234,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Colorado
536,536,6320.0,261712900.0,37.01533573199395,27.76150179899546,2,0,0.0,0.0,"536041,536051",41194400.0,0.0,15.740301681728337,0.0,15.740301681728337,0.0,Colorado
537,537,109300.0,4663831600.0,35.98032601929661,26.98524451447246,2,0,0.0,0.0,"537041,537064",186080700.0,0.0,3.989867472916475,0.0,3.989867472916475,0.0,Colorado
111,111,49660.0,7910874200.0,40.470797908204375,30.353098431153285,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
112,112,17390.0,2854223100.0,43.30127720067601,32.475957900507005,1,0,0.0,0.0,112021,1198927200.0,0.0,42.00537792578303,0.0,42.00537792578303,0.0,Connecticut
113,113,43510.0,7001122500.0,35.60425584169499,26.703191881271245,1,0,0.0,0.0,113021,1626327500.0,0.0,23.22952497974432,0.0,23.22952497974432,0.0,Connecticut
119,119,36470.0,4801822100.0,36.53498334578578,27.40123750933934,2,0,0.0,0.0,"119041,119121",880992000.0,0.0,18.347035388920386,0.0,18.347035388920386,0.0,Connecticut
131,131,65900.0,6076046600.0,37.343760036197075,28.007820027147805,1,0,0.0,0.0,131111,1105622100.0,0.0,18.19640586693328,0.0,18.19640586693328,0.0,Connecticut
132,132,35680.0,3691795600.0,34.42229821433558,25.81672366075168,1,0,0.0,0.0,132099,40918800.0,0.0,1.108371221852044,0.0,1.108371221852044,0.0,Connecticut
151,151,45200.0,4984111200.0,67.78917017768813,50.8418776332661,13,2,0.0,0.0,"151211,151212,151221,151232,151241,151242,151243,151244,151251,151252,151253,151254,151255",4952173800.0,2486504000.0,99.35921574141445,49.88861404215861,49.47060169925584,2.0840711054011947,Connecticut
152,152,3810.0,473962700.0,52.58113159007772,39.43584869255829,3,0,0.0,0.0,"152031,152041,152051",278721200.0,0.0,58.80656853376859,0.0,58.80656853376859,0.0,Connecticut
171,171,2120.0,208384700.0,44.271162198238365,33.20337164867877,2,0,0.0,0.0,"171011,171012",165374200.0,0.0,79.36004898632193,0.0,79.36004898632193,0.0,Connecticut
172,172,23580.0,2575844600.0,50.70042768767546,38.0253207657566,7,0,0.0,0.0,"172011,172031,172061,172071,172072,172141,172199",1414639900.0,0.0,54.91945826235014,0.0,54.91945826235014,0.0,Connecticut
173,173,5770.0,420479300.0,47.1360971556404,35.3520728667303,4,0,0.0,0.0,"173012,173021,173023,173028",141583000.0,0.0,33.671812143903395,0.0,33.671812143903395,0.0,Connecticut
191,191,4120.0,459124200.0,44.931471547424735,33.69860366056856,2,0,0.0,0.0,"191012,191029",49679400.0,0.0,10.820470800711442,0.0,10.820470800711442,0.0,Connecticut
192,192,1930.0,204761200.0,51.75909584461376,38.81932188346031,4,0,0.0,0.0,"192012,192042,192043,192099",34564300.0,0.0,16.88029763451279,0.0,16.88029763451279,0.0,Connecticut
193,193,3140.0,281384000.0,37.318836281031686,27.98912721077377,2,0,0.0,0.0,"193011,193099",48526000.0,0.0,17.245472379381912,0.0,17.245472379381912,0.0,Connecticut
194,194,2050.0,128682500.0,46.567856877599525,34.92589265819964,2,0,0.0,0.0,"194031,194061",37765700.0,0.0,29.34796883803159,0.0,29.34796883803159,0.0,Connecticut
195,195,1220.0,102275200.0,38.03258689839572,28.52444017379679,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
211,211,33840.0,2115115800.0,32.11500753587455,24.08625565190591,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
212,212,970.0,69509300.0,35.44987673431945,26.587407550739595,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
231,231,8970.0,1700803700.0,35.48325264488999,26.61243948366748,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
232,232,5110.0,365264000.0,34.834406153033605,26.125804614775205,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
251,251,14210.0,1477844800.0,29.80773542720725,22.35580157040544,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
252,252,58030.0,4674602100.0,30.56730708608906,22.925480314566794,1,0,0.0,0.0,252023,6200600.0,0.0,0.13264444475391818,0.0,0.13264444475391818,0.0,Connecticut
253,253,12960.0,828755900.0,26.852572998896534,20.1394297491724,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
254,254,3850.0,274113500.0,43.4726289428815,32.604471707161125,1,0,0.0,0.0,254013,14744400.0,0.0,5.378939745762248,0.0,5.378939745762248,0.0,Connecticut
259,259,26940.0,1278862300.0,34.41799428104575,25.813495710784316,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
271,271,6580.0,412955800.0,44.8953582476172,33.671518685712904,3,0,0.0,0.0,"271021,271022,271027",29404400.0,0.0,7.120471488716226,0.0,7.120471488716226,0.0,Connecticut
272,272,7760.0,591620700.0,29.225034615524667,21.9187759616435,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
273,273,5840.0,485883400.0,34.22804476040579,25.671033570304342,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
274,274,1830.0,118696800.0,38.0933443709179,28.570008278188425,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
291,291,73930.0,9886760200.0,21.589620655045852,16.19221549128439,1,0,0.0,0.0,291129,7098400.0,0.0,0.0717970281103814,0.0,0.0717970281103814,0.0,Connecticut
292,292,33740.0,2193915200.0,27.698740654228704,20.774055490671532,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
299,299,1690.0,107698400.0,28.884981933805467,21.6637364503541,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
311,311,63110.0,2484657700.0,35.77386788048553,26.830400910364148,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
312,312,2130.0,127167700.0,29.173348147612852,21.880011110709642,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
319,319,19570.0,936874600.0,26.912466920975366,20.184350190731525,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
331,331,4970.0,478469100.0,37.65040404040404,28.23780303030303,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
332,332,3430.0,253211900.0,38.636877828054295,28.977658371040725,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
333,333,11480.0,875300300.0,38.15975687395966,28.61981765546975,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
339,339,17070.0,707085200.0,37.1723763368984,27.879282252673796,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
351,351,14150.0,769107300.0,26.615126050420166,19.961344537815126,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
352,352,31750.0,1222594800.0,23.842933006535954,17.882199754901965,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
353,353,64200.0,2403190500.0,19.989945409982177,14.992459057486634,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut
359,359,17680.0,582130000.0,38.611111111111114,28.958333333333332,1,0,0.0,0.0,359021,226938000.0,0.0,38.98407572191778,0.0,38.98407572191778,0.0,Connecticut
